experiment,config_name,category,stack_types,period,frequency,forecast_length,backcast_length,n_stacks,n_blocks_per_stack,share_weights,run,seed,smape,mase,mae,mse,owa,norm_mae,norm_mse,n_params,t_width,training_time_seconds,epochs_trained,active_g,sum_losses,activation,stopping_reason,best_val_loss,final_val_loss,final_train_loss,best_epoch,loss_ratio,diverged,val_loss_curve,search_round,basis_dim,basis_offset,trend_thetas_dim_cfg,wavelet_family,bd_label,active_g_cfg,meta_predicted_best,meta_convergence_score
wavelet_search_r1_baseline,Coif1_bd94_lt_fcast_ttd5,wavelet_search_round1,"['Trend', 'Coif1WaveletV3']",Weather-96,144,96,192,10,1,True,1,43,65.736504,1.133514,13.160279,1854.868774,nan,0.379017,0.332841,6155545,256,43.18,7,False,False,ReLU,MAX_EPOCHS,43.29907227,44.20275116,55.03404236,3,1.020871,False,"[""48.77156448"", ""45.11600113"", ""44.62271881"", ""43.29907227"", ""43.76062775"", ""45.53975296"", ""44.20275116""]",1,94,0,5,Coif1WaveletV3,lt_fcast,False,43.299072,0.887793
wavelet_search_r1_baseline,Coif1_bd94_lt_fcast_ttd5,wavelet_search_round1,"['Trend', 'Coif1WaveletV3']",Weather-96,144,96,192,10,1,True,2,44,65.818512,0.967677,14.124769,2096.800781,nan,0.350227,0.224974,6155545,256,42.42,7,False,False,ReLU,MAX_EPOCHS,43.69408417,44.18133926,55.25516129,5,1.011152,False,"[""49.68635178"", ""47.32878113"", ""45.20359421"", ""45.28433609"", ""45.35824203"", ""43.69408417"", ""44.18133926""]",1,94,0,5,Coif1WaveletV3,lt_fcast,False,43.694084,0.879398
wavelet_search_r1_baseline,Coif1_bd192_eq_bcast_ttd3,wavelet_search_round1,"['Trend', 'Coif1WaveletV3']",Weather-96,144,96,192,10,1,True,0,42,66.207962,0.914734,14.961720,2381.603027,nan,0.340442,0.201145,6408975,256,43.23,7,False,False,ReLU,MAX_EPOCHS,43.70691299,43.81180573,53.97269821,4,1.002400,False,"[""48.15129852"", ""44.49520874"", ""44.43441772"", ""44.90565491"", ""43.70691299"", ""44.12110138"", ""43.81180573""]",1,192,0,3,Coif1WaveletV3,eq_bcast,False,43.706913,0.907700
wavelet_search_r1_baseline,Coif1_bd192_eq_bcast_ttd3,wavelet_search_round1,"['Trend', 'Coif1WaveletV3']",Weather-96,144,96,192,10,1,True,1,43,66.421219,1.092296,15.675520,2475.940186,nan,0.385620,0.288125,6408975,256,42.30,7,False,False,ReLU,MAX_EPOCHS,43.42596054,44.04489136,55.13671494,3,1.014253,False,"[""47.60291672"", ""44.01281357"", ""44.40428162"", ""43.42596054"", ""44.15612411"", ""43.84657288"", ""44.04489136""]",1,192,0,3,Coif1WaveletV3,eq_bcast,False,43.425961,0.912254
wavelet_search_r1_baseline,Coif1_bd192_eq_bcast_ttd3,wavelet_search_round1,"['Trend', 'Coif1WaveletV3']",Weather-96,144,96,192,10,1,True,2,44,66.071762,0.928154,14.547311,2277.149414,nan,0.349678,0.213834,6408975,256,43.03,7,False,False,ReLU,MAX_EPOCHS,43.18722916,44.44497681,54.44192123,4,1.029123,False,"[""49.31493759"", ""43.43542480"", ""44.88943100"", ""43.67962265"", ""43.18722916"", ""43.67142105"", ""44.44497681""]",1,192,0,3,Coif1WaveletV3,eq_bcast,False,43.187229,0.875743
wavelet_search_r1_baseline,Coif1_bd192_eq_bcast_ttd5,wavelet_search_round1,"['Trend', 'Coif1WaveletV3']",Weather-96,144,96,192,10,1,True,0,42,67.204056,1.104837,17.463099,2335.982178,nan,0.403828,0.295203,6411545,256,42.87,7,False,False,ReLU,MAX_EPOCHS,43.59500885,46.92404556,55.34994125,3,1.076363,False,"[""46.68918991"", ""44.75465012"", ""44.46469116"", ""43.59500885"", ""44.28640366"", ""45.44298935"", ""46.92404556""]",1,192,0,5,Coif1WaveletV3,eq_bcast,False,43.595009,0.933728
wavelet_search_r1_baseline,Coif1_bd192_eq_bcast_ttd5,wavelet_search_round1,"['Trend', 'Coif1WaveletV3']",Weather-96,144,96,192,10,1,True,1,43,66.096756,0.990560,15.936189,2589.022949,nan,0.389016,0.338136,6411545,256,43.47,7,False,False,ReLU,MAX_EPOCHS,43.28006363,43.95179367,54.48902893,5,1.015521,False,"[""48.91297531"", ""45.08198166"", ""45.08075333"", ""44.34694672"", ""44.28186035"", ""43.28006363"", ""43.95179367""]",1,192,0,5,Coif1WaveletV3,eq_bcast,False,43.280064,0.884838
wavelet_search_r1_baseline,Coif1_bd192_eq_bcast_ttd5,wavelet_search_round1,"['Trend', 'Coif1WaveletV3']",Weather-96,144,96,192,10,1,True,2,44,66.738914,0.954151,15.844728,2591.339355,nan,0.348318,0.214580,6411545,256,42.41,7,False,False,ReLU,MAX_EPOCHS,43.18287659,43.67499924,54.86327362,3,1.011396,False,"[""49.68466949"", ""46.95252609"", ""44.69229507"", ""43.18287659"", ""44.83513260"", ""45.32325745"", ""43.67499924""]",1,192,0,5,Coif1WaveletV3,eq_bcast,False,43.182877,0.869139
wavelet_search_r1_baseline,Coif2_bd96_eq_fcast_ttd3,wavelet_search_round1,"['Trend', 'Coif2WaveletV3']",Weather-96,144,96,192,10,1,True,0,42,65.259186,0.998623,15.449219,2113.662842,nan,0.365385,0.266976,6163215,256,43.23,7,False,False,ReLU,MAX_EPOCHS,42.88335800,43.70835114,54.04602814,2,1.019238,False,"[""45.94892120"", ""44.93482590"", ""42.88335800"", ""44.06171417"", ""42.89362335"", ""43.93437195"", ""43.70835114""]",1,96,0,3,Coif2WaveletV3,eq_fcast,False,42.883358,0.933283
wavelet_search_r1_baseline,Coif2_bd96_eq_fcast_ttd3,wavelet_search_round1,"['Trend', 'Coif2WaveletV3']",Weather-96,144,96,192,10,1,True,1,43,66.084076,1.371819,16.721687,2234.037842,nan,0.473177,0.551678,6163215,256,42.62,7,False,False,ReLU,MAX_EPOCHS,43.61677933,44.53992081,53.28980637,1,1.021165,False,"[""47.88690948"", ""43.61677933"", ""45.69475174"", ""43.85997391"", ""43.98041153"", ""44.05153275"", ""44.53992081""]",1,96,0,3,Coif2WaveletV3,eq_fcast,False,43.616779,0.910829
wavelet_search_r1_baseline,Coif2_bd96_eq_fcast_ttd3,wavelet_search_round1,"['Trend', 'Coif2WaveletV3']",Weather-96,144,96,192,10,1,True,2,44,65.381912,0.939922,15.119184,2322.136719,nan,0.352782,0.228990,6163215,256,43.03,7,False,False,ReLU,MAX_EPOCHS,43.40798950,44.85787582,54.52294922,2,1.033401,False,"[""48.00341415"", ""44.98553467"", ""43.40798950"", ""43.79846573"", ""43.99898911"", ""44.07627106"", ""44.85787582""]",1,96,0,3,Coif2WaveletV3,eq_fcast,False,43.407989,0.904269
wavelet_search_r1_baseline,Coif2_bd96_eq_fcast_ttd5,wavelet_search_round1,"['Trend', 'Coif2WaveletV3']",Weather-96,144,96,192,10,1,True,0,42,65.643402,1.027290,16.383038,2493.357666,nan,0.395443,0.333100,6165785,256,42.83,7,False,False,ReLU,MAX_EPOCHS,43.16708374,43.16708374,55.20986176,6,1.000000,False,"[""48.62276459"", ""46.47166061"", ""45.16506577"", ""47.23124313"", ""44.57158279"", ""45.63056946"", ""43.16708374""]",1,96,0,5,Coif2WaveletV3,eq_fcast,False,44.571583,0.916681
wavelet_search_r1_baseline,Coif2_bd96_eq_fcast_ttd5,wavelet_search_round1,"['Trend', 'Coif2WaveletV3']",Weather-96,144,96,192,10,1,True,1,43,67.469879,1.221352,15.267653,2468.931396,nan,0.468902,0.541778,6165785,256,42.85,7,False,False,ReLU,MAX_EPOCHS,43.33668900,43.65466690,54.22415161,3,1.007337,False,"[""48.53412628"", ""45.08731079"", ""43.88582993"", ""43.33668900"", ""45.20318985"", ""44.35390854"", ""43.65466690""]",1,96,0,5,Coif2WaveletV3,eq_fcast,False,43.336689,0.892912
wavelet_search_r1_baseline,Coif2_bd96_eq_fcast_ttd5,wavelet_search_round1,"['Trend', 'Coif2WaveletV3']",Weather-96,144,96,192,10,1,True,2,44,67.006943,0.944448,14.687363,2445.092041,nan,0.351075,0.218629,6165785,256,42.47,7,False,False,ReLU,MAX_EPOCHS,43.70276260,43.70276260,54.12324524,6,1.000000,False,"[""47.16192627"", ""44.92489243"", ""44.97925949"", ""47.39774704"", ""43.78707504"", ""44.52371979"", ""43.70276260""]",1,96,0,5,Coif2WaveletV3,eq_fcast,False,43.787075,0.928441
wavelet_search_r1_baseline,Coif2_bd94_lt_fcast_ttd3,wavelet_search_round1,"['Trend', 'Coif2WaveletV3']",Weather-96,144,96,192,10,1,True,0,42,66.244820,0.907877,14.805167,2505.138184,nan,0.345051,0.216485,6152975,256,42.96,7,False,False,ReLU,MAX_EPOCHS,42.97439194,44.02839279,54.33737564,4,1.024526,False,"[""48.87648392"", ""44.23524475"", ""44.29325485"", ""44.41890717"", ""42.97439194"", ""44.56937790"", ""44.02839279""]",1,94,0,3,Coif2WaveletV3,lt_fcast,False,42.974392,0.879245
wavelet_search_r1_baseline,Coif2_bd94_lt_fcast_ttd3,wavelet_search_round1,"['Trend', 'Coif2WaveletV3']",Weather-96,144,96,192,10,1,True,1,43,65.473846,1.310642,15.311660,1865.171631,nan,0.439799,0.523262,6152975,256,42.32,7,False,False,ReLU,MAX_EPOCHS,44.35278702,44.53186417,54.66558838,1,1.004038,False,"[""46.74153137"", ""44.35278702"", ""44.45718002"", ""44.37657166"", ""45.33507919"", ""44.84377289"", ""44.53186417""]",1,94,0,3,Coif2WaveletV3,lt_fcast,False,44.352787,0.948895
wavelet_search_r1_baseline,Coif2_bd94_lt_fcast_ttd3,wavelet_search_round1,"['Trend', 'Coif2WaveletV3']",Weather-96,144,96,192,10,1,True,2,44,66.350380,1.005340,15.642868,2550.061279,nan,0.361439,0.248807,6152975,256,42.83,7,False,False,ReLU,MAX_EPOCHS,43.69447708,45.19997406,54.70708466,3,1.034455,False,"[""49.08628464"", ""45.03280258"", ""45.10087585"", ""43.69447708"", ""45.51081085"", ""44.33376312"", ""45.19997406""]",1,94,0,3,Coif2WaveletV3,lt_fcast,False,43.694477,0.890157
wavelet_search_r1_baseline,Coif2_bd94_lt_fcast_ttd5,wavelet_search_round1,"['Trend', 'Coif2WaveletV3']",Weather-96,144,96,192,10,1,True,0,42,66.922356,1.088511,18.076082,2827.431396,nan,0.410998,0.354332,6155545,256,42.34,7,False,False,ReLU,MAX_EPOCHS,43.28111267,43.28111267,54.75353622,6,1.000000,False,"[""47.87552261"", ""45.72480774"", ""46.90931320"", ""44.42308426"", ""47.67816544"", ""45.58451462"", ""43.28111267""]",1,94,0,5,Coif2WaveletV3,lt_fcast,False,44.423084,0.927887
wavelet_search_r1_baseline,Coif2_bd94_lt_fcast_ttd5,wavelet_search_round1,"['Trend', 'Coif2WaveletV3']",Weather-96,144,96,192,10,1,True,1,43,66.715530,1.061995,14.588166,2134.481445,nan,0.387417,0.282852,6155545,256,43.09,7,False,False,ReLU,MAX_EPOCHS,43.80773163,44.81001282,54.21761703,3,1.022879,False,"[""47.47011948"", ""45.56732559"", ""44.69131088"", ""43.80773163"", ""44.42681885"", ""44.13764954"", ""44.81001282""]",1,94,0,5,Coif2WaveletV3,lt_fcast,False,43.807732,0.922849
wavelet_search_r1_baseline,Coif2_bd94_lt_fcast_ttd5,wavelet_search_round1,"['Trend', 'Coif2WaveletV3']",Weather-96,144,96,192,10,1,True,2,44,65.639587,0.987866,15.701180,2288.713867,nan,0.363603,0.236841,6155545,256,42.52,7,False,False,ReLU,MAX_EPOCHS,43.22215652,44.91289139,54.53293228,4,1.039117,False,"[""48.76943970"", ""46.18965912"", ""44.86013794"", ""46.60210419"", ""43.22215652"", ""44.07769775"", ""44.91289139""]",1,94,0,5,Coif2WaveletV3,lt_fcast,False,43.222157,0.886255
wavelet_search_r1_baseline,Coif2_bd192_eq_bcast_ttd3,wavelet_search_round1,"['Trend', 'Coif2WaveletV3']",Weather-96,144,96,192,10,1,True,0,42,66.098091,0.980397,15.111783,2205.340820,nan,0.357200,0.229854,6408975,256,43.10,7,False,False,ReLU,MAX_EPOCHS,43.28763962,44.49114990,54.09112549,4,1.027803,False,"[""48.22797394"", ""44.76195145"", ""43.63355255"", ""43.59278870"", ""43.28763962"", ""44.37131119"", ""44.49114990""]",1,192,0,3,Coif2WaveletV3,eq_bcast,False,43.287640,0.897563
wavelet_search_r1_baseline,Coif2_bd192_eq_bcast_ttd3,wavelet_search_round1,"['Trend', 'Coif2WaveletV3']",Weather-96,144,96,192,10,1,True,1,43,68.147797,1.354669,16.587717,2655.073975,nan,0.471904,0.473433,6408975,256,42.52,7,False,False,ReLU,MAX_EPOCHS,43.83860016,44.23868179,54.79660797,4,1.009126,False,"[""46.94895935"", ""45.61698151"", ""44.68993759"", ""43.84152985"", ""43.83860016"", ""44.12782288"", ""44.23868179""]",1,192,0,3,Coif2WaveletV3,eq_bcast,False,43.838600,0.933750
wavelet_search_r1_baseline,Coif2_bd192_eq_bcast_ttd3,wavelet_search_round1,"['Trend', 'Coif2WaveletV3']",Weather-96,144,96,192,10,1,True,2,44,66.259781,1.005400,14.088720,2277.908936,nan,0.372566,0.268221,6408975,256,42.99,7,False,False,ReLU,MAX_EPOCHS,43.45336151,43.93206406,54.75677109,4,1.011016,False,"[""47.75687790"", ""44.87273788"", ""44.95940781"", ""45.28256989"", ""43.45336151"", ""44.00191498"", ""43.93206406""]",1,192,0,3,Coif2WaveletV3,eq_bcast,False,43.453362,0.909887
wavelet_search_r1_baseline,Coif2_bd192_eq_bcast_ttd5,wavelet_search_round1,"['Trend', 'Coif2WaveletV3']",Weather-96,144,96,192,10,1,True,0,42,66.696609,1.099859,14.717359,2228.328125,nan,0.393300,0.291813,6411545,256,42.88,7,False,False,ReLU,MAX_EPOCHS,43.59417725,47.68287277,58.49069214,3,1.093790,False,"[""46.56301880"", ""46.93406677"", ""44.46392441"", ""43.59417725"", ""44.07062912"", ""45.01781082"", ""47.68287277""]",1,192,0,5,Coif2WaveletV3,eq_bcast,False,43.594177,0.936240
wavelet_search_r1_baseline,Coif2_bd192_eq_bcast_ttd5,wavelet_search_round1,"['Trend', 'Coif2WaveletV3']",Weather-96,144,96,192,10,1,True,1,43,66.028809,0.963504,14.320382,2481.950439,nan,0.350558,0.233447,6411545,256,43.17,7,False,False,ReLU,MAX_EPOCHS,43.10312653,44.92964554,55.03790283,3,1.042376,False,"[""47.97778702"", ""45.20013428"", ""44.46313858"", ""43.10312653"", ""43.70642471"", ""43.68192291"", ""44.92964554""]",1,192,0,5,Coif2WaveletV3,eq_bcast,False,43.103127,0.898398
wavelet_search_r1_baseline,Coif2_bd192_eq_bcast_ttd5,wavelet_search_round1,"['Trend', 'Coif2WaveletV3']",Weather-96,144,96,192,10,1,True,2,44,67.625397,1.635834,17.306044,2367.942139,nan,0.613714,1.151586,6411545,256,43.01,7,False,False,ReLU,MAX_EPOCHS,43.81413651,43.89197159,54.97578430,4,1.001776,False,"[""48.85746765"", ""47.62881088"", ""44.74861145"", ""43.89096069"", ""43.81413651"", ""45.54047012"", ""43.89197159""]",1,192,0,5,Coif2WaveletV3,eq_bcast,False,43.814137,0.896775
wavelet_search_r1_baseline,Coif3_bd96_eq_fcast_ttd3,wavelet_search_round1,"['Trend', 'Coif3WaveletV3']",Weather-96,144,96,192,10,1,True,0,42,65.838364,0.887100,14.354714,2481.121826,nan,0.335533,0.214992,6163215,256,43.53,7,False,False,ReLU,MAX_EPOCHS,42.77612686,43.96358109,54.06266403,3,1.027760,False,"[""48.40671158"", ""45.13673401"", ""43.67885208"", ""42.77612686"", ""43.54560471"", ""43.55454254"", ""43.96358109""]",1,96,0,3,Coif3WaveletV3,eq_fcast,False,42.776127,0.883682
wavelet_search_r1_baseline,Coif3_bd96_eq_fcast_ttd5,wavelet_search_round1,"['Trend', 'Coif3WaveletV3']",Weather-96,144,96,192,10,1,True,0,42,67.033997,1.065931,15.299440,2425.126709,nan,0.396015,0.296742,6165785,256,43.83,7,False,False,ReLU,MAX_EPOCHS,43.62675476,43.74497986,54.58007050,5,1.002710,False,"[""48.28506851"", ""47.27679062"", ""43.84981537"", ""45.87016296"", ""45.31101227"", ""43.62675476"", ""43.74497986""]",1,96,0,5,Coif3WaveletV3,eq_fcast,False,43.626755,0.903525
wavelet_search_r1_baseline,Coif3_bd96_eq_fcast_ttd5,wavelet_search_round1,"['Trend', 'Coif3WaveletV3']",Weather-96,144,96,192,10,1,True,1,43,66.505203,1.128795,16.454027,2481.867676,nan,0.397647,0.312689,6165785,256,43.30,7,False,False,ReLU,MAX_EPOCHS,43.75057602,44.33045959,54.45309830,2,1.013254,False,"[""48.65302658"", ""44.79055023"", ""43.75057602"", ""45.37076569"", ""45.00257492"", ""44.67388535"", ""44.33045959""]",1,96,0,5,Coif3WaveletV3,eq_fcast,False,43.750576,0.899236
wavelet_search_r1_baseline,Coif3_bd96_eq_fcast_ttd5,wavelet_search_round1,"['Trend', 'Coif3WaveletV3']",Weather-96,144,96,192,10,1,True,2,44,65.875824,0.943979,13.793294,2128.793213,nan,0.340367,0.217326,6165785,256,42.87,7,False,False,ReLU,MAX_EPOCHS,43.36857224,44.56980896,54.52458954,4,1.027698,False,"[""47.83784103"", ""43.99701309"", ""44.64282227"", ""44.75953674"", ""43.36857224"", ""43.68394470"", ""44.56980896""]",1,96,0,5,Coif3WaveletV3,eq_fcast,False,43.368572,0.906575
wavelet_search_r1_baseline,Coif3_bd94_lt_fcast_ttd3,wavelet_search_round1,"['Trend', 'Coif3WaveletV3']",Weather-96,144,96,192,10,1,True,0,42,67.092010,0.963684,14.657381,2586.488281,nan,0.360341,0.229059,6152975,256,43.17,7,False,False,ReLU,MAX_EPOCHS,43.54756546,43.54756546,54.19630432,6,1.000000,False,"[""48.21422577"", ""45.77809143"", ""43.68929672"", ""44.43554688"", ""44.00090408"", ""44.60897446"", ""43.54756546""]",1,94,0,3,Coif3WaveletV3,lt_fcast,False,43.689297,0.906150
wavelet_search_r1_baseline,Coif3_bd94_lt_fcast_ttd3,wavelet_search_round1,"['Trend', 'Coif3WaveletV3']",Weather-96,144,96,192,10,1,True,1,43,66.664986,0.982282,15.331683,2662.121826,nan,0.360371,0.234970,6152975,256,43.02,7,False,False,ReLU,MAX_EPOCHS,43.40616989,43.40616989,54.77290344,6,1.000000,False,"[""46.25080109"", ""44.45486832"", ""43.61268616"", ""44.20767593"", ""44.19603729"", ""46.03195190"", ""43.40616989""]",1,94,0,3,Coif3WaveletV3,lt_fcast,False,43.612686,0.942961
wavelet_search_r1_baseline,Coif3_bd94_lt_fcast_ttd3,wavelet_search_round1,"['Trend', 'Coif3WaveletV3']",Weather-96,144,96,192,10,1,True,2,44,66.223625,0.955508,15.172871,2444.863037,nan,0.345968,0.218276,6152975,256,43.11,7,False,False,ReLU,MAX_EPOCHS,43.37018585,43.75909424,54.12932205,4,1.008967,False,"[""47.38431931"", ""45.02502060"", ""45.17050171"", ""44.36141968"", ""43.37018585"", ""44.01959991"", ""43.75909424""]",1,94,0,3,Coif3WaveletV3,lt_fcast,False,43.370186,0.915286
wavelet_search_r1_baseline,Coif3_bd94_lt_fcast_ttd5,wavelet_search_round1,"['Trend', 'Coif3WaveletV3']",Weather-96,144,96,192,10,1,True,0,42,67.583824,1.067540,17.330999,3030.112793,nan,0.378366,0.264978,6155545,256,42.83,7,False,False,ReLU,MAX_EPOCHS,43.89530945,44.23824310,54.09458923,5,1.007813,False,"[""47.01539230"", ""45.68043518"", ""44.76560593"", ""44.59041214"", ""44.24977875"", ""43.89530945"", ""44.23824310""]",1,94,0,5,Coif3WaveletV3,lt_fcast,False,43.895309,0.933637
wavelet_search_r1_baseline,Coif3_bd94_lt_fcast_ttd5,wavelet_search_round1,"['Trend', 'Coif3WaveletV3']",Weather-96,144,96,192,10,1,True,1,43,66.243057,1.096213,13.069424,1930.930420,nan,0.385309,0.298558,6155545,256,43.28,7,False,False,ReLU,MAX_EPOCHS,43.42160034,44.39244843,54.47251129,3,1.022359,False,"[""47.04136658"", ""45.46724319"", ""43.81776428"", ""43.42160034"", ""43.49688721"", ""44.19146347"", ""44.39244843""]",1,94,0,5,Coif3WaveletV3,lt_fcast,False,43.421600,0.923051
wavelet_search_r1_baseline,Coif3_bd94_lt_fcast_ttd5,wavelet_search_round1,"['Trend', 'Coif3WaveletV3']",Weather-96,144,96,192,10,1,True,2,44,65.811996,0.944546,13.649731,2164.670410,nan,0.353151,0.227275,6155545,256,42.78,7,False,False,ReLU,MAX_EPOCHS,43.20173645,43.20173645,54.49150848,6,1.000000,False,"[""47.53974915"", ""48.23862839"", ""45.27320099"", ""44.73117065"", ""44.67231369"", ""43.75293350"", ""43.20173645""]",1,94,0,5,Coif3WaveletV3,lt_fcast,False,43.752933,0.920344
wavelet_search_r1_baseline,Coif3_bd192_eq_bcast_ttd3,wavelet_search_round1,"['Trend', 'Coif3WaveletV3']",Weather-96,144,96,192,10,1,True,0,42,66.223732,1.071607,14.163013,2272.072021,nan,0.383229,0.291048,6408975,256,43.15,7,False,False,ReLU,MAX_EPOCHS,43.07658005,44.97009659,54.33686447,5,1.043957,False,"[""46.91891861"", ""46.01197052"", ""44.61969376"", ""43.79088211"", ""44.15012741"", ""43.07658005"", ""44.97009659""]",1,192,0,3,Coif3WaveletV3,eq_bcast,False,43.076580,0.918107
wavelet_search_r1_baseline,Coif3_bd192_eq_bcast_ttd3,wavelet_search_round1,"['Trend', 'Coif3WaveletV3']",Weather-96,144,96,192,10,1,True,1,43,67.313271,1.072151,14.741023,2288.918213,nan,0.398635,0.300206,6408975,256,42.75,7,False,False,ReLU,MAX_EPOCHS,42.95926666,42.95926666,54.20596695,6,1.000000,False,"[""46.85112381"", ""44.02307510"", ""44.24422073"", ""43.63819504"", ""44.03862000"", ""43.92387390"", ""42.95926666""]",1,192,0,3,Coif3WaveletV3,eq_bcast,False,43.638195,0.931423
wavelet_search_r1_baseline,Coif3_bd192_eq_bcast_ttd3,wavelet_search_round1,"['Trend', 'Coif3WaveletV3']",Weather-96,144,96,192,10,1,True,2,44,67.196083,1.115479,15.131245,2410.621582,nan,0.417386,0.362337,6408975,256,43.09,7,False,False,ReLU,MAX_EPOCHS,43.79306030,44.57779312,54.05215454,4,1.017919,False,"[""48.40964127"", ""44.17853928"", ""45.14799881"", ""45.29166794"", ""43.79306030"", ""44.44319534"", ""44.57779312""]",1,192,0,3,Coif3WaveletV3,eq_bcast,False,43.793060,0.904635
wavelet_search_r1_baseline,Coif3_bd192_eq_bcast_ttd5,wavelet_search_round1,"['Trend', 'Coif3WaveletV3']",Weather-96,144,96,192,10,1,True,0,42,66.897339,1.074895,15.062955,2363.012207,nan,0.389254,0.287496,6411545,256,43.13,7,False,False,ReLU,MAX_EPOCHS,43.33359146,43.82509232,55.18009567,3,1.011342,False,"[""47.78256226"", ""45.03127289"", ""44.14713669"", ""43.33359146"", ""44.02499390"", ""44.47293091"", ""43.82509232""]",1,192,0,5,Coif3WaveletV3,eq_bcast,False,43.333591,0.906891
wavelet_search_r1_baseline,Coif3_bd192_eq_bcast_ttd5,wavelet_search_round1,"['Trend', 'Coif3WaveletV3']",Weather-96,144,96,192,10,1,True,1,43,66.527237,0.938686,14.603398,2677.736572,nan,0.352443,0.217172,6411545,256,43.13,7,False,False,ReLU,MAX_EPOCHS,42.70606232,44.24000168,54.91805267,3,1.035919,False,"[""49.64053726"", ""44.20954514"", ""45.14759064"", ""42.70606232"", ""44.32717133"", ""44.82133865"", ""44.24000168""]",1,192,0,5,Coif3WaveletV3,eq_bcast,False,42.706062,0.860306
wavelet_search_r1_baseline,Coif3_bd192_eq_bcast_ttd5,wavelet_search_round1,"['Trend', 'Coif3WaveletV3']",Weather-96,144,96,192,10,1,True,2,44,67.875450,0.974736,15.353202,2493.163574,nan,0.364159,0.227300,6411545,256,43.25,7,False,False,ReLU,MAX_EPOCHS,43.62357330,45.11796951,54.49748611,4,1.034257,False,"[""48.78847504"", ""47.41857147"", ""45.88682556"", ""43.88286591"", ""43.62357330"", ""44.83625412"", ""45.11796951""]",1,192,0,5,Coif3WaveletV3,eq_bcast,False,43.623573,0.894137
wavelet_search_r1_baseline,Coif10_bd96_eq_fcast_ttd3,wavelet_search_round1,"['Trend', 'Coif10WaveletV3']",Weather-96,144,96,192,10,1,True,0,42,66.110031,0.976033,14.346636,2376.438965,nan,0.359221,0.237453,6163215,256,43.39,7,False,False,ReLU,MAX_EPOCHS,43.15576935,44.26591873,53.98336792,4,1.025724,False,"[""47.00711060"", ""44.94872665"", ""43.59593964"", ""43.63256836"", ""43.15576935"", ""45.34843063"", ""44.26591873""]",1,96,0,3,Coif10WaveletV3,eq_fcast,False,43.155769,0.918069
wavelet_search_r1_baseline,Coif10_bd96_eq_fcast_ttd3,wavelet_search_round1,"['Trend', 'Coif10WaveletV3']",Weather-96,144,96,192,10,1,True,1,43,66.294495,0.911037,14.570009,2490.955566,nan,0.334815,0.207326,6163215,256,42.93,7,False,False,ReLU,MAX_EPOCHS,43.05448914,43.83232880,53.49420929,4,1.018066,False,"[""47.42500305"", ""44.84899902"", ""45.25862503"", ""43.61960983"", ""43.05448914"", ""44.27333450"", ""43.83232880""]",1,96,0,3,Coif10WaveletV3,eq_fcast,False,43.054489,0.907844
wavelet_search_r1_baseline,Coif10_bd96_eq_fcast_ttd3,wavelet_search_round1,"['Trend', 'Coif10WaveletV3']",Weather-96,144,96,192,10,1,True,2,44,66.639099,0.913613,13.677098,2312.075684,nan,0.353469,0.223804,6163215,256,43.22,7,False,False,ReLU,MAX_EPOCHS,43.38151550,45.18102646,53.98005295,4,1.041481,False,"[""47.77016449"", ""44.52179337"", ""44.15472031"", ""43.79369736"", ""43.38151550"", ""45.12063980"", ""45.18102646""]",1,96,0,3,Coif10WaveletV3,eq_fcast,False,43.381515,0.908130
wavelet_search_r1_baseline,Coif10_bd96_eq_fcast_ttd5,wavelet_search_round1,"['Trend', 'Coif10WaveletV3']",Weather-96,144,96,192,10,1,True,0,42,65.740189,1.116604,14.575128,1953.786865,nan,0.412736,0.353976,6165785,256,42.75,7,False,False,ReLU,MAX_EPOCHS,43.44456482,44.39711761,55.03228378,2,1.021926,False,"[""48.71530151"", ""44.88206100"", ""43.44456482"", ""43.66423416"", ""44.28445435"", ""43.70985413"", ""44.39711761""]",1,96,0,5,Coif10WaveletV3,eq_fcast,False,43.444565,0.891805
wavelet_search_r1_baseline,Coif10_bd96_eq_fcast_ttd5,wavelet_search_round1,"['Trend', 'Coif10WaveletV3']",Weather-96,144,96,192,10,1,True,1,43,66.935646,1.008149,18.217312,2386.725586,nan,0.372929,0.230698,6165785,256,43.42,7,False,False,ReLU,MAX_EPOCHS,43.06350708,43.55338669,54.29476547,5,1.011376,False,"[""48.29693985"", ""45.42890167"", ""45.76742935"", ""44.07306671"", ""43.20025253"", ""43.06350708"", ""43.55338669""]",1,96,0,5,Coif10WaveletV3,eq_fcast,False,43.063507,0.891640
wavelet_search_r1_baseline,Coif10_bd96_eq_fcast_ttd5,wavelet_search_round1,"['Trend', 'Coif10WaveletV3']",Weather-96,144,96,192,10,1,True,2,44,65.859863,1.313261,15.162242,2001.699585,nan,0.480789,0.599613,6165785,256,42.72,7,False,False,ReLU,MAX_EPOCHS,43.34218597,44.72245789,54.21446991,2,1.031846,False,"[""47.04457092"", ""43.36495209"", ""43.34218597"", ""43.99447632"", ""43.71157837"", ""43.69914246"", ""44.72245789""]",1,96,0,5,Coif10WaveletV3,eq_fcast,False,43.342186,0.921300
