experiment,config_name,category,stack_types,period,frequency,forecast_length,backcast_length,n_stacks,n_blocks_per_stack,share_weights,run,seed,smape,mase,mae,mse,owa,norm_mae,norm_mse,n_params,t_width,training_time_seconds,epochs_trained,active_g,sum_losses,activation,stopping_reason,best_val_loss,final_val_loss,final_train_loss,best_epoch,loss_ratio,diverged,val_loss_curve,search_round,architecture,skip_distance_cfg,skip_alpha_cfg,meta_predicted_best,meta_convergence_score
resnet_skip_study_r1,GAELG10_no_skip,genAELG_baseline,['GenericAELG'],Weather-96,144,96,192,10,1,True,0,42,66.939316,1.076933,17.122231,2717.345215,nan,0.418418,0.435530,3369280,256,72.10,10,False,False,ReLU,MAX_EPOCHS,43.03499985,43.44993591,53.65807343,8,1.009642,False,"[""74.42537689"", ""62.06768036"", ""48.53389740"", ""46.34028625"", ""44.19617081"", ""43.56894302"", ""43.58938217"", ""43.73468781"", ""43.03499985"", ""43.44993591""]",1,GenericAELG,0,none,37.51987050,0.50412738
resnet_skip_study_r1,GAELG10_no_skip,genAELG_baseline,['GenericAELG'],Weather-96,144,96,192,10,1,True,1,43,66.393776,1.149159,17.906189,3016.887451,nan,0.447259,0.539056,3369280,256,70.95,10,False,False,ReLU,MAX_EPOCHS,43.26087570,43.26087570,54.69364548,9,1.000000,False,"[""65.83093262"", ""59.02693939"", ""48.80685043"", ""45.99712753"", ""44.53207397"", ""43.72531891"", ""44.27606583"", ""44.04519653"", ""43.36838150"", ""43.26087570""]",1,GenericAELG,0,none,36.80269026,0.55904859
resnet_skip_study_r1,GAELG10_no_skip,genAELG_baseline,['GenericAELG'],Weather-96,144,96,192,10,1,True,2,44,66.942513,1.192442,16.669783,2661.975830,nan,0.453640,0.531554,3369280,256,70.34,10,False,False,ReLU,MAX_EPOCHS,43.26203156,44.23178101,53.78501892,6,1.022416,False,"[""80.00854492"", ""68.98361206"", ""51.10663605"", ""46.24886322"", ""44.83005524"", ""44.30604553"", ""43.26203156"", ""43.31629944"", ""44.25660706"", ""44.23178101""]",1,GenericAELG,0,none,38.04783430,0.47554713
resnet_skip_study_r1,GAELG20_no_skip,genAELG_baseline,['GenericAELG'],Weather-96,144,96,192,20,1,True,0,42,65.118980,1.127664,16.632372,2506.330811,nan,0.431081,0.509821,6738560,256,74.73,10,False,False,ReLU,MAX_EPOCHS,43.01187134,44.10832977,53.75234604,7,1.025492,False,"[""63.90299225"", ""58.01422882"", ""45.85557556"", ""44.37829971"", ""44.19480133"", ""43.95415115"", ""44.49722290"", ""43.01187134"", ""44.05127335"", ""44.10832977""]",1,GenericAELG,0,none,38.49082830,0.60233217
resnet_skip_study_r1,GAELG20_no_skip,genAELG_baseline,['GenericAELG'],Weather-96,144,96,192,20,1,True,1,43,67.800995,1.310908,17.219538,2600.867676,nan,0.492085,0.779734,6738560,256,74.03,10,False,False,ReLU,MAX_EPOCHS,43.37024307,44.32716751,54.05151367,5,1.022064,False,"[""60.27424240"", ""52.83415985"", ""45.86660385"", ""43.82726288"", ""44.14860153"", ""43.37024307"", ""43.75650024"", ""43.86131668"", ""44.16187286"", ""44.32716751""]",1,GenericAELG,0,none,40.29102136,0.66846168
resnet_skip_study_r1,GAELG20_no_skip,genAELG_baseline,['GenericAELG'],Weather-96,144,96,192,20,1,True,2,44,66.676842,1.257194,18.396620,2889.030273,nan,0.483678,0.693704,6738560,256,75.01,10,False,False,ReLU,MAX_EPOCHS,43.30086517,43.54333496,53.58106613,6,1.005600,False,"[""69.89550781"", ""63.17276764"", ""46.86861801"", ""46.16150665"", ""44.20029068"", ""43.65637589"", ""43.30086517"", ""43.71038818"", ""43.71121216"", ""43.54333496""]",1,GenericAELG,0,none,37.54052015,0.53709489
resnet_skip_study_r1,GAELG30_no_skip,genAELG_baseline,['GenericAELG'],Weather-96,144,96,192,30,1,True,0,42,65.562782,1.159783,15.830867,2394.617432,nan,0.425252,0.434671,10107840,256,78.58,10,False,False,ReLU,MAX_EPOCHS,43.84397125,44.03096771,53.91761017,7,1.004265,False,"[""66.02536774"", ""50.31818771"", ""45.80151749"", ""44.66617203"", ""44.06439972"", ""44.29528809"", ""44.48397446"", ""43.84397125"", ""44.56256485"", ""44.03096771""]",1,GenericAELG,0,none,41.97075521,0.63567621
resnet_skip_study_r1,GAELG30_no_skip,genAELG_baseline,['GenericAELG'],Weather-96,144,96,192,30,1,True,1,43,67.373657,1.277156,18.102489,2698.006592,nan,0.469791,0.512615,10107840,256,80.82,10,False,False,ReLU,MAX_EPOCHS,43.62901306,43.62901306,53.36138535,9,1.000000,False,"[""61.82946014"", ""51.39491653"", ""44.23666763"", ""44.78271103"", ""44.47798157"", ""44.91936874"", ""43.91035843"", ""44.16934967"", ""44.54510498"", ""43.62901306""]",1,GenericAELG,0,none,42.55051833,0.68819165
resnet_skip_study_r1,GAELG30_no_skip,genAELG_baseline,['GenericAELG'],Weather-96,144,96,192,30,1,True,2,44,66.289696,1.327091,18.126154,2651.531494,nan,0.493220,0.716418,10107840,256,77.25,10,False,False,ReLU,MAX_EPOCHS,43.80836868,44.33405685,54.28147888,4,1.012000,False,"[""59.29578781"", ""52.52190399"", ""45.81497192"", ""44.42613220"", ""43.80836868"", ""43.92959595"", ""44.18165207"", ""43.86953735"", ""44.23780823"", ""44.33405685""]",1,GenericAELG,0,none,41.21934071,0.69514787
resnet_skip_study_r1,GAELG10_skip5_learn,genAELG_control,['GenericAELG'],Weather-96,144,96,192,10,1,True,0,42,66.431358,1.181975,16.778725,2662.371094,nan,0.450592,0.555393,3369281,256,73.77,10,False,False,ReLU,MAX_EPOCHS,42.68319702,43.16215897,53.59309387,6,1.011221,False,"[""70.12670898"", ""59.76386642"", ""48.49448776"", ""45.64630127"", ""44.45711517"", ""43.08207321"", ""42.68319702"", ""43.41306686"", ""43.26326752"", ""43.16215897""]",1,GenericAELG,5,learnable,37.27339788,0.53151500
resnet_skip_study_r1,GAELG10_skip5_learn,genAELG_control,['GenericAELG'],Weather-96,144,96,192,10,1,True,1,43,66.638153,1.261998,18.138472,2948.071045,nan,0.499001,0.723058,3369281,256,71.42,10,False,False,ReLU,MAX_EPOCHS,43.25785065,44.32041168,54.43085480,7,1.024563,False,"[""65.23888397"", ""58.37765503"", ""48.47307968"", ""45.72593689"", ""44.60872269"", ""44.19413757"", ""43.84331512"", ""43.25785065"", ""43.29531479"", ""44.32041168""]",1,GenericAELG,5,learnable,37.50736073,0.57492340
resnet_skip_study_r1,GAELG10_skip5_learn,genAELG_control,['GenericAELG'],Weather-96,144,96,192,10,1,True,2,44,66.338989,1.205297,16.547405,2467.946533,nan,0.477427,0.625215,3369281,256,70.79,10,False,False,ReLU,MAX_EPOCHS,43.17102051,43.85354614,53.88633728,6,1.015810,False,"[""77.95632172"", ""67.94849396"", ""51.17656708"", ""45.54112244"", ""45.17803574"", ""44.71477509"", ""43.17102051"", ""43.43763733"", ""44.09740448"", ""43.85354614""]",1,GenericAELG,5,learnable,38.35098693,0.49195480
resnet_skip_study_r1,GAELG20_skip5_a01,genAELG_depth_x_skip,['GenericAELG'],Weather-96,144,96,192,20,1,True,0,42,65.218086,1.189155,17.243238,2539.526855,nan,0.461739,0.579790,6738560,256,76.66,10,False,False,ReLU,MAX_EPOCHS,43.16354370,43.87121582,53.71163559,8,1.016395,False,"[""63.62458038"", ""57.66087723"", ""45.56819534"", ""44.59735870"", ""43.74417114"", ""44.46836853"", ""43.44781494"", ""43.90171051"", ""43.16354370"", ""43.87121582""]",1,GenericAELG,5,0.1,39.24825708,0.61687255
resnet_skip_study_r1,GAELG20_skip5_a01,genAELG_depth_x_skip,['GenericAELG'],Weather-96,144,96,192,20,1,True,1,43,67.668129,1.446525,17.341070,2630.282959,nan,0.541751,0.973049,6738560,256,76.62,10,False,False,ReLU,MAX_EPOCHS,43.56351471,44.28786469,53.83334732,4,1.016627,False,"[""64.81829834"", ""54.41405106"", ""46.08071518"", ""43.64353561"", ""43.56351471"", ""44.20811462"", ""43.76008987"", ""44.69673157"", ""44.01639175"", ""44.28786469""]",1,GenericAELG,5,0.1,39.23639037,0.60532892
resnet_skip_study_r1,GAELG20_skip5_a01,genAELG_depth_x_skip,['GenericAELG'],Weather-96,144,96,192,20,1,True,2,44,66.061386,1.186371,17.547663,2718.564209,nan,0.451083,0.536986,6738560,256,77.36,10,False,False,ReLU,MAX_EPOCHS,42.96412659,43.59090424,53.74624634,7,1.014588,False,"[""67.08335876"", ""60.12102509"", ""46.20077896"", ""44.80678177"", ""44.02482605"", ""43.50555420"", ""43.29304123"", ""42.96412659"", ""43.74533844"", ""43.59090424""]",1,GenericAELG,5,0.1,37.34927972,0.55675924
resnet_skip_study_r1,GAELG20_skip5_learn,genAELG_depth_x_skip,['GenericAELG'],Weather-96,144,96,192,20,1,True,0,42,67.772522,1.450018,19.921753,3266.031006,nan,0.576613,1.278421,6738561,256,76.70,10,False,False,ReLU,MAX_EPOCHS,43.50789642,43.64000320,53.64001465,6,1.003036,False,"[""64.22790527"", ""59.92919159"", ""46.47719574"", ""45.13824463"", ""45.37832260"", ""44.44331741"", ""43.50789642"", ""44.49449921"", ""43.80812836"", ""43.64000320""]",1,GenericAELG,5,learnable,39.32712403,0.61230588
resnet_skip_study_r1,GAELG20_skip5_learn,genAELG_depth_x_skip,['GenericAELG'],Weather-96,144,96,192,20,1,True,1,43,67.112961,1.315091,18.236774,2784.731445,nan,0.483388,0.632426,6738561,256,76.11,10,False,False,ReLU,MAX_EPOCHS,43.77875519,44.28053665,55.30443192,7,1.011462,False,"[""62.30521393"", ""54.06945801"", ""46.64422989"", ""45.36528015"", ""44.84867477"", ""44.83820343"", ""45.45888519"", ""43.77875519"", ""45.06277084"", ""44.28053665""]",1,GenericAELG,5,learnable,41.55423511,0.66694635
resnet_skip_study_r1,GAELG20_skip5_learn,genAELG_depth_x_skip,['GenericAELG'],Weather-96,144,96,192,20,1,True,2,44,66.049881,1.363157,16.454393,2502.688965,nan,0.509086,0.978835,6738561,256,75.48,10,False,False,ReLU,MAX_EPOCHS,43.71429062,44.80832291,54.66450500,5,1.025027,False,"[""68.64388275"", ""62.47902679"", ""47.08517075"", ""46.13005447"", ""44.30144119"", ""43.71429062"", ""44.03545761"", ""45.96014786"", ""46.33834457"", ""44.80832291""]",1,GenericAELG,5,learnable,37.63584305,0.54827672
resnet_skip_study_r1,GAELG30_skip5_a01,genAELG_depth_x_skip,['GenericAELG'],Weather-96,144,96,192,30,1,True,0,42,67.816597,1.595862,16.640709,2630.488770,nan,0.555822,1.119678,10107840,256,79.20,10,False,False,ReLU,MAX_EPOCHS,43.44481659,44.06254196,53.96567154,6,1.014219,False,"[""59.86850739"", ""46.67353058"", ""45.74298477"", ""44.58681488"", ""44.15660095"", ""44.15389252"", ""43.44481659"", ""44.06800842"", ""43.59318161"", ""44.06254196""]",1,GenericAELG,5,0.1,43.03359423,0.71880186
resnet_skip_study_r1,GAELG30_skip5_a01,genAELG_depth_x_skip,['GenericAELG'],Weather-96,144,96,192,30,1,True,1,43,66.969986,1.639544,17.296211,2656.206787,nan,0.577336,1.476415,10107840,256,79.23,10,False,False,ReLU,MAX_EPOCHS,43.67869949,44.43239594,53.40879059,4,1.017255,False,"[""57.75261688"", ""49.76677704"", ""46.26543045"", ""44.98723984"", ""43.67869949"", ""44.77985382"", ""44.60298920"", ""43.96572876"", ""44.77722168"", ""44.43239594""]",1,GenericAELG,5,0.1,42.95119419,0.74370992
resnet_skip_study_r1,GAELG30_skip5_a01,genAELG_depth_x_skip,['GenericAELG'],Weather-96,144,96,192,30,1,True,2,44,66.150574,1.203342,17.573505,2666.479004,nan,0.473398,0.658503,10107840,256,79.26,10,False,False,ReLU,MAX_EPOCHS,43.49891663,43.98138046,53.61119461,6,1.011091,False,"[""58.43494415"", ""53.63251495"", ""46.55985641"", ""45.92915344"", ""44.49727249"", ""44.64099884"", ""43.49891663"", ""43.93201447"", ""44.44493484"", ""43.98138046""]",1,GenericAELG,5,0.1,42.34584855,0.72466654
resnet_skip_study_r1,GAELG30_skip5_learn,genAELG_depth_x_skip,['GenericAELG'],Weather-96,144,96,192,30,1,True,0,42,66.219025,1.225852,16.324385,2532.520508,nan,0.467895,0.665628,10107841,256,78.91,10,False,False,ReLU,MAX_EPOCHS,43.26268005,44.98060226,54.57895279,6,1.039709,False,"[""67.79529572"", ""56.37607574"", ""47.22136688"", ""45.19478226"", ""46.90948486"", ""46.14142609"", ""43.26268005"", ""44.18598938"", ""46.14739609"", ""44.98060226""]",1,GenericAELG,5,learnable,41.49148394,0.61201125
resnet_skip_study_r1,GAELG30_skip5_learn,genAELG_depth_x_skip,['GenericAELG'],Weather-96,144,96,192,30,1,True,1,43,66.869408,1.770174,19.717520,2939.622559,nan,0.662782,1.778692,10107841,256,76.26,10,False,False,ReLU,MAX_EPOCHS,44.56882858,45.81454849,54.57337952,4,1.027950,False,"[""65.78261566"", ""57.70328522"", ""47.54950714"", ""45.17742920"", ""44.56882858"", ""44.58262634"", ""44.80992889"", ""44.89283752"", ""46.78741455"", ""45.81454849""]",1,GenericAELG,5,learnable,39.05190359,0.59365082
resnet_skip_study_r1,GAELG30_skip5_learn,genAELG_depth_x_skip,['GenericAELG'],Weather-96,144,96,192,30,1,True,2,44,66.797653,1.503289,15.620026,2236.529785,nan,0.532304,0.975628,10107841,256,80.06,10,False,False,ReLU,MAX_EPOCHS,43.83523941,45.99710083,57.44667816,7,1.049318,False,"[""66.48000336"", ""53.10229492"", ""49.71543884"", ""49.20205307"", ""46.63149643"", ""46.29349136"", ""45.23034286"", ""43.83523941"", ""43.93812180"", ""45.99710083""]",1,GenericAELG,5,learnable,44.17349742,0.66446292
resnet_skip_study_r1,GAELG30_skip10_learn,genAELG_distance_sweep,['GenericAELG'],Weather-96,144,96,192,30,1,True,0,42,67.917976,1.262290,16.167034,2675.659424,nan,0.467553,0.539556,10107841,256,79.08,10,False,False,ReLU,MAX_EPOCHS,43.87532043,44.56920242,54.24245453,5,1.015815,False,"[""66.30127716"", ""54.32337570"", ""45.37067032"", ""44.21880722"", ""44.08622742"", ""43.87532043"", ""44.09460449"", ""44.35890579"", ""44.69459534"", ""44.56920242""]",1,GenericAELG,10,learnable,39.24627036,0.59193838
resnet_skip_study_r1,GAELG30_skip10_learn,genAELG_distance_sweep,['GenericAELG'],Weather-96,144,96,192,30,1,True,1,43,65.889664,0.992761,17.043770,2782.877686,nan,0.382118,0.333955,10107841,256,79.50,10,False,False,ReLU,MAX_EPOCHS,43.72106934,44.27816010,53.51399231,6,1.012742,False,"[""61.04366302"", ""50.34394836"", ""45.95420074"", ""44.62985992"", ""44.27561188"", ""44.18439865"", ""43.72106934"", ""43.84662247"", ""44.44296646"", ""44.27816010""]",1,GenericAELG,10,learnable,42.30476958,0.69302475
resnet_skip_study_r1,GAELG30_skip10_learn,genAELG_distance_sweep,['GenericAELG'],Weather-96,144,96,192,30,1,True,2,44,67.586723,1.660974,17.581736,2722.999023,nan,0.579380,1.156335,10107841,256,79.23,10,False,False,ReLU,MAX_EPOCHS,43.96194077,48.28426743,54.83971786,4,1.098320,False,"[""58.91193771"", ""51.54286957"", ""46.54231262"", ""44.43743515"", ""43.96194077"", ""44.89741898"", ""45.63681030"", ""44.10997009"", ""44.37692261"", ""48.28426743""]",1,GenericAELG,10,learnable,42.49826556,0.72138631
resnet_skip_study_r1,TW8_no_skip,trendwav_baseline,"['TrendAELG', 'WaveletV3AELG']",Weather-96,144,96,192,8,1,True,0,42,66.176102,1.011161,15.852254,2722.825928,nan,0.377656,0.278417,1008780,256,67.88,10,False,False,ReLU,MAX_EPOCHS,46.53027344,46.53027344,55.21453476,9,1.000000,False,"[""54.41776276"", ""50.82411194"", ""49.71419144"", ""47.65464401"", ""47.18193436"", ""47.30043030"", ""47.17247009"", ""46.81059647"", ""46.58926010"", ""46.53027344""]",1,TrendAELG_WaveletV3AELG,0,none,46.83671058,0.86068791
resnet_skip_study_r1,TW8_no_skip,trendwav_baseline,"['TrendAELG', 'WaveletV3AELG']",Weather-96,144,96,192,8,1,True,1,43,66.140915,0.975199,15.928418,2564.726074,nan,0.343905,0.241558,1008780,256,70.63,10,False,False,ReLU,MAX_EPOCHS,45.90169907,46.41880417,55.16955948,8,1.011265,False,"[""53.10786819"", ""49.92651367"", ""48.02996063"", ""47.64280319"", ""48.12163925"", ""47.76404953"", ""47.16085052"", ""46.52817535"", ""45.90169907"", ""46.41880417""]",1,TrendAELG_WaveletV3AELG,0,none,47.64280319,0.89709500
resnet_skip_study_r1,TW8_no_skip,trendwav_baseline,"['TrendAELG', 'WaveletV3AELG']",Weather-96,144,96,192,8,1,True,2,44,65.900780,0.950624,16.740528,2748.370850,nan,0.339886,0.213806,1008780,256,71.43,10,False,False,ReLU,MAX_EPOCHS,46.04302216,46.53039551,55.43794632,8,1.010585,False,"[""54.21623611"", ""51.02571869"", ""47.84096909"", ""47.53786469"", ""47.07307434"", ""46.75566483"", ""46.81591797"", ""46.34960175"", ""46.04302216"", ""46.53039551""]",1,TrendAELG_WaveletV3AELG,0,none,46.46013738,0.85694140
